id,title,date,content
413,Ve vaně,úterý 11. srpna 2015,"Nechám se vodou olizovat
ve vaně není kam se schovat
bublinky na kůži jak v šampaňském jahoda
vzdávám to, nechám se vodě podat"
414,Balónek,čtvrtek 3. září 2015,"Vlaštovky nad polem si klidně loví,
žlutý balónek stoupá. Čí je asi? Čí?
Teplý vítr do vlasů mi poví,
že tohle léto ještě nekončí."
415,Bez Tvého úsměvu,pondělí 7. září 2015,"Jediné ráno bez Tvého úsměvu
můj smích jak korálky dovede rozkutálet
Slzy už uschly. Není mi do zpěvu
Den se mi zbořil jak domeček z karet"
416,Buď se mnou,pondělí 28. září 2015,"Buď se mnou, když zlé sny v noci zrají
když mám čelo plné chmur
když se nad mým spánkem třepotají
křídla nočních můr"
417,Dálka,čtvrtek 3. září 2015,"Často dálka dobrodružstvím voní
mnohdy je smutná k uzoufání
chvíle bez Tebe mě bolí víc než loni
před dálkou mezi námi pokorně se skláním

Ať mi Tě vydá ze své moci
řekni, že je to jen zlý sen, co sním
ať s ránem zmizí ten mučivý pocit…
spolykat všechny svoje slzy, tak se utopím"
418,Dobré,neděle 27. září 2015,"Když najdeš něco dobrého,
jako by zazněla fujara
u pastýřových úst
Když najdeš něco dobrého,
musíš se o to postarat
a nechat to růst"
419,Duše nad vodami,čtvrtek 3. září 2015,"Vím, jsme pouhé nic
dvě duše nad vodami
dva velmi staří známí
jen… dnes chybíš mi nějak víc…"
420,Dvojplošník,pondělí 28. září 2015,"Dvojplošník s trupem od slunce zlatým
proplouvá klidně mezi mraky
jak mezi bílými ostrovy z vaty
křídly mává dolů na čmeláky"
421,Má Paní,čtvrtek 3. září 2015,"Občas se přiblížíme zlomu
a někdy mě Tvá slova zraní
nic se pak nevyrovná tomu,
když řekneš mi:""Má Paní…"""
422,Na křídlech,čtvrtek 3. září 2015,"Necháš si zlatou hřívu česat větrem
vždy držíš kurs správný
na křídlech Tvých křižujem oblohu
ve vlasech jehličí a s rozevlátým svetrem
koníčku milý starodávný
loučit se s Tebou nechci – nemohu."
423,Náš život,pondělí 7. září 2015,"Dýcháš mi do vlasů a spíš
Jsme každý jiný a přece jsme si podobní
Mám v srdci Tvoje sny a Ty.. všechno smíš
Náš život je věc ryze osobní"
424,Návrat,pondělí 7. září 2015,"Před začátkem světa snad nebyl hřích
Ráda bych vrátila se do těch časů
Smutek a trápení má barvu jako sníh
Bělostnou barvu pramene mých vlasů"
425,O Tobě,čtvrtek 3. září 2015,"Konečně spánek vkrádá se pod víčka,
kolik snů barevných má pro mě v zásobě?
A jak to, že dnes v noci snad každá písnička,
co v rádiu hrají, je právě o Tobě?"
426,Pochybnost,pátek 18. září 2015,"Co když se ztratíme v záplavě slov?
Mysl se topí, když naděje mažu
Temnotou nocí blíží se nov
Co když to prostě nedokážu?"
427,Šaty z mraků,pátek 4. září 2015,"Tma jako vystřelená z praku
zalila oblohu chladem zkřehlou
ta oblékla slušivé šaty z mraků
ušité zvečera horkou jehlou"
428,Šém,čtvrtek 3. září 2015,"Dokud se neobjeví kdosi – třeba jen tulák pouhý
a neprobudí naše srdce šémem
tak kolují nám v žilách potlačené touhy
po zážitcích, na které nedosáhneme"
429,Spát,neděle 20. září 2015,"Tak rychle zamknout oči za řasami
ať spánkem spravedlivých spím
někdy jsou sny jen se mnou a ne s námi
bývá mi k smrti líto, když Ti nechybím"
430,Symbol,pátek 4. září 2015,"Lucernou sviť mi, když jsme ve tmě
já budu u Tebe, co nevidět
vždyť kdo symbol drží pevně
k tomu přichází celý svět"
431,Upřímnost,pátek 18. září 2015,"Buď ke mně přímý, i když to bolí
líbivá slova jsou pro kohokoli
ve Tvých chci najít vzácné poselství
upřímnost je duší přátelství"
432,V hlubinách,pátek 18. září 2015,"Ve spáncích cítím svoje srdce tlukoucí
vzduch chladne, přesto mám skoro úžeh
zapomenutá v hlubinách této půlnoci
toužím nos zabořit do vůně Tvé kůže"
433,Verše,čtvrtek 3. září 2015,"Mé verše občas nedrží se rytmu
Nectí pravidla a postrádají nádhery
Někdy se ztratím, někdy zaklopýtnu
Snad proto, že je řídí mého srdce údery"
434,Záplava,čtvrtek 3. září 2015,"Obloha sype hvězdy z rukávu
divoce moje srdce tluče
tu záplavu hvězd s nocí přeplavu
znavená vklouznu Ti do náruče"
435,Chuť,čtvrtek 1. října 2015,"Pro všechny svoje trampoty
už vím, co chci a pro co dýchám
Chci láhev vína, co chutná jako Ty
a sklenku, která nevysychá"
436,Lapač snů,pondělí 19. října 2015,"Můj milý, štěstím políbený
bez Tvojí pusy večer neusnu
nad rámem okna mívám pověšený
z mých černých pírek lapač snů"
437,Návraty,pondělí 19. října 2015,"Vrátit se do míst, kde jsem byla dítě
otevřít zase staré rány
statečné úsměvy… trošičku křečovité…
naposled v zahradě natrhat tulipány

Ve staré vitríně porcelánová tanečnice
ručku má zlámanou a přesto jí to sluší
očima dítěte …. je krásná ještě více
má ruku zlámanou jak já kdysi svoji duši"
438,Než odejdu,pondělí 19. října 2015,"Než odejdu, mám pár neskromných přání
chci zase vidět příliv, jak nám cáká na nohy
a taky cítit doteky Tvých dlaní
než nás Bůh pošle doprostřed oceánu oblohy"
439,Ocúny,pondělí 19. října 2015,"Na druhém konci světa slunce pálí
mraky tam v dálce chystají monzuny
Jsi zpátky, mé vlasy se větrem rozevlály
Je podzim a kvetou něžné ocúny"
440,Plynutí,čtvrtek 1. října 2015,"Ztratit se s Tebou v čase
být pohlceni životem
potápět se v celé jeho kráse
Tebe prohlásit za totem

Jsi to Ty, cítím to neustále
když políbíš mě na zápěstí
Ty jediný máš zvláštní talent
probouzet ve mně štěstí"
441,Protilátky,pondělí 19. října 2015,"Lokty opřená o okenní parapet
nechci čas nikdy vracet zpátky
jsi tady Ty. Miluji tenhle svět
kde jsme my dva a na lásku nejsou protilátky"
442,Ráj,sobota 3. října 2015,"Nevzdávej nic, jdi dál, jen kousek ještě
i když Ti po Tváři stékají kapky deště
neříkej nikdy dopředu sbohem
vždyť říká se, že ráj je hned za dalším rohem"
443,Sítě,sobota 3. října 2015,"Za okny utkané sítě
mapy večerní pavoučí trasy
jak tenké stříbrné nitě
v korálcích rosy záblesky krásy
Jak ve Tvých očích. Ještě … chci Tě…."
444,Zmizení,pondělí 19. října 2015,"Ztratit se jako měsíc, když je nov
zmizet jak z jarních strání sníh
jak malý zapomenutý ostrov
co vypadl z map námořních"
445,Bajky,čtvrtek 5. listopadu 2015,"Můj děda večer na schůdcích u verandy
(podobných chvil dnes už je pomálu)
povídal bajky – maličké pilulky pravdy
balené v barevném cukrovém obalu…"
446,Když hvězdy tančí,pátek 27. listopadu 2015,"Voda se chystá být zrcadlem hvězd
když ony tančí za oponou soumraku
když se nás noc co noc pokouší svést
s jim vlastní grácií, s křehkostí náznaku"
447,Peřina,pátek 27. listopadu 2015,"Nad ránem tiše jako zloděj
ukradnu půl hodiny spánku
má peřina se chystá na východě
celá se zahalím do červánků"
448,Poezie,pátek 13. listopadu 2015,"Knoflíkovou dírkou v modré blůze
propadni do vesmíru mých pih
propadni kůži bílé jako sníh
jako já propadám poezii Tvé chůze"
449,Tváře,pátek 27. listopadu 2015,"Večer si vyjdeš opuštěnou cestou
v sychravé matné záři
mlhy zvolna usíná město
v něm nespočet lidských tváří
Lidí, kteří snad chtěli říct pár vět
Ty v každé té tváři jsi spatřil svět"
450,Uprostřed,sobota 7. listopadu 2015,"Uprostřed nočních můr trousících nicotu
které se vznáší nad oblouky našich životů
uprostřed mého věčného nepokoje
Dal jsi mi polibek… Teď já jsem Tvoje."
451,Uzel,úterý 10. listopadu 2015,"Skrývá se často v mlze,
co jednou nastane
Rozetni gordický uzel,
ať uvnitř oheň zaplane,
jenž otevře v srdci bránu
ke všem ztraceným rájům…"
452,Večerní čtení,neděle 15. listopadu 2015,"Bývá mi smutno, tak mě chraň.
Když s podzimem noc se dlouží,
na kůži cítit Tvou teplou dlaň
– jediné, po čem teď toužím.

Já za to na dobrou noc Ti budu číst
třeba povídky od Čechova.
Pokaždé usneš, než otočím třetí list…
Pro Tebe přečtu je ráda znova."
453,Večerní imprese,sobota 14. listopadu 2015,"Křídel racků plachý šum
stříbřitá prška nad mořem
v srdci čirý nerozum
nesmělý měsíc tam nahoře
Na pláži spousta tajemných otisků
co divoký vítr vepsal do písku…"
454,Zatímco Ty spíš,sobota 7. listopadu 2015,"Chci políbit Tě vprostřed spánku
vkročit Ti do snů a obejmout Tě v nich
založit v knížce Tvoji rozečtenou stránku
na zádech prstem spojit souhvězdí z Tvých pih"
455,Zatoulaný,pátek 27. listopadu 2015,"Zase se Tvoje kroky zatoulaly
projel jsi všemi vzdálenými městy
dnes ve větru mi slzy osychaly
a večer vyšly pro mne všechny hvězdy"
456,Hrachory,sobota 19. prosince 2015,"Motýli dnes skládali rýmy
nad květy hrachorů
jež v trávě se vznáší jak manekýny
fialové moře až k obzoru"
457,Listí,pondělí 7. prosince 2015,"Podzimní listí létá povětřím
jak barevné papíry ze skicáře
Na hladinu malíř, jenž barvou nešetří
rozlil tmavý inkoust z kalamáře,
kterým se barví všechny soumraky
V řece se koupe měsíc z alpaky…"
458,Měsíc v pyžamu,sobota 19. prosince 2015,"Měsíc si stydlivě odplaval za mraky
trochu se rozmazal a skrývá rozpaky
někdo mu vykousl do pyžama díru
jako když stříhají děti do papíru"
459,Nespavost,sobota 19. prosince 2015,"Nemůžu spát. Poslouchám ticho
jež v zahradě dřímá ve větvích
V duchně zní peří pod bílou cíchou
jak do Tvých stop právě napadaný sníh"
460,Novoroční,čtvrtek 31. prosince 2015,"Fantazie je zázračný exilír života
ať i v dalším roce každý je zasažen
a také Láskou, ať vyhne se všem samota
ať najdeme vždy pod nohama pevnou zem

Každý má skrytý dar – je to v nás –
zachytit se létajících žebříků
chytat se rozevlátých komet za ocas
daleko za rozumem nechat logiku

Vryjme si štěstí do srdce, do duše, do kůže
a když přece jen vtrhne k nám bouře
přeji všem Lásku, která všechno zlé přemůže
Lásku, co z chladných hvězd dělá louže"
461,Plout,sobota 19. prosince 2015,"Chci se stát klíčníkem k branám Tvých smyslů
navždy být pro Tebe lahodným šálkem kávy
vzhlížet k Tobě jak k magickému prvočíslu
vídat Tvé oči žhnoucí jak jezera lávy
Nejsem ta, která by byla jenom pro okrasu
chci s Tebou plout jak hvězdy oceánem času"
462,Podzim,středa 2. prosince 2015,"Podzim si oblékl střapatou šálu
a barevné triko s dlouhými rukávy
Drze mě vyhnal ze sandálů
tak si jen přidám teplé mléko do kávy"
463,Přání,středa 2. prosince 2015,"Na cestu přeji mnoho dobrého
Ať společný let je  hladký
Učit se číst v očích druhého
Číst v jeho větách mezi řádky"
464,Sny,pátek 18. prosince 2015,"Některé noci jsou plné magie
tma svoji hvězdnatou vlajku vztyčí
cosi zvláštního náhle v nás ožije
semínka snů nenápadně klíčí"
465,Únava,úterý 1. prosince 2015,"Tak velmi, velmi unavená…
Na zádech skládám bílá křídla –
jak vločka sněhu do listí položená.
Dnes smím, když stojíš u kormidla
a pod tou velkou vlajkou únavy
jenom tak plujme. Mineme všechny přístavy."
466,V dlaních,čtvrtek 24. prosince 2015,"Jsi moje vzlétnutí zčistajasna
moje chuť zvednout svět za pačesy
jsi dokonalá definice krásna
můj triumfální tanec nad útesy

Můžem se vrhnout do hlubin vesmíru
vyplašit z éterických doupat anděly
půjdeme hned, jsme s časem na štíru
a už jsme dlouho sami běželi.

Celá má cesta k Tobě bylo čekání
vždyť mám Tě dávno vepsaného do dlaní"
467,Zahrada,pátek 18. prosince 2015,"Za víčky myšlenky nutí do běhu
obrázek jeden za druhým mne napadá
svět pocitů a snových příběhů
je moje věčně otevřená zahrada…"
468,Beze smyslu,sobota 23. ledna 2016,"Dny bez Tebe pozbývají smyslu
jak házet listí do skruže
dny bez Tebe jsou beze smyslu
tak, jako žena bez muže…"
469,Česání,pondělí 25. ledna 2016,"Když hvězdy v noci nesvítí,
chytím si vílu do sítí
v noci pak vyčešu vám do spánku
něco snů z vílích copánků…"
470,Myšlenky,čtvrtek 7. ledna 2016,"Oblékám myšlenky jak tílko
někdy mě mučí, pak šimrají jak pírko
ač celá se svléknu, tak nahá
létám po jejich oběžných drahách"
471,Slib,čtvrtek 7. ledna 2016,"Nech mě se dívat, jak si čteš
Budu Ti hladit záda, jestli chceš
Až draci vylezou z knížky a ze slují,
budu tichá jak sněhová vločka. Slibuji"
472,Svítání,pátek 22. ledna 2016,"Na pobřeží čekáš jitro, až odkryje dni hlavu rusou
až slunce jak před sochou strhne noční plentu
Pak v tichém úžasu stojíš tam s otevřenou pusou
v zapomenuté zahradě ztraceného kontinentu…"
473,Tikot,pondělí 18. ledna 2016,"Venku zas tma v oranžovém tónu
mraky na obloze zvolna splývají
prosvítá měsíc podobný lampiónu
nám tajné plány v srdcích tikají"
474,Vlak,neděle 24. ledna 2016,"Chci s každým večerem naskočit do vlaku noci
a první večer bude stejný jako stý
tmou letí na perutích Paegasové útlobocí
já horkým dechem rozpečetím Tvoje rty…"
475,Ženská krása,pátek 29. ledna 2016,"Ženská krása je neustálé tvoření,
lahodná višeň v hořké čokoládě
ženská krása je ostré koření
a nekonečná revoluce vůči vadě"
476,Čekání,úterý 9. února 2016,"Od dneška k zítřku celá věčnost
v čekání minul úplněk i novoluní
s čekáním objevuji Tvoji výjimečnost
i tajemství koupání smyslů ve Tvé vůni"
477,Co pak?,středa 24. února 2016,"Co až mě křídla neunesou?
Občas se moje ruce třesou

Jak květy na vrcholech stvolů
Co až mě křídla neunesou?
Ve větru vysílená, zoufalá
z oblohy se potom snesu dolů
jak fialový anděl od Chagalla"
478,Místo,úterý 9. února 2016,"Jsi pro mne šťastné místo plné míru
kde smí se plynout, jen tak tiše plout
kde mohu porozumět předivu vesmíru
a nejen vzorům, co se z něj dají vystřihnout"
479,Objetí,středa 3. února 2016,"Tvůj úsměv je rej sněhových vloček v ráji
vloček, které na mých rtech tají
Moje tělo je měsíc, Ty jsi tma,
která svůj měsíc něžně objímá…"
480,Unavená,pondělí 22. února 2016,"Měsíc se proplétá skrz oblaka
a mě už nic jiného neláká… než
usnout Ti v klíně, když si čteš… příst jako kočka
až zavřeš knížku počkat… pak povídat si o čemkoli
chybíš mi tak moc, až to bolí…"
481,Březen,středa 9. března 2016,"Březen, ten milý výstředník
přiletěl na koni v bílé maškarádě
stromy pocukroval přes cedník
peřinu tulipánům přitáhl k bradě"
482,Chci,středa 9. března 2016,"Měsíc se proplétá skrz oblaka
a mě už nic jiného neláká…
než
usnout Ti v klíně, když si čteš..
jak kočka
až zavřeš knížku počkat…
povídat si o čemkoli
chybíš mi tak moc, až to bolí…"
483,Smysl a cíl,čtvrtek 10. března 2016,"Chystej se, Lásko, chystej se do daleka.
Najdi nový cíl, když dosáhnem, o čem jsme snili.
Ty najdi cíl. Žádná překážka nás nepoleká
a já dám smysl každému Tvému cíli…"
484,Eva,středa 9. března 2016,"Před domem zkřehlá, s nevyřčeným přáním
prstem stírám déšť z okenních skel
jak žena jménem Eva s jablkem v dlani
stojím tu před Tebou s hrstí karamel"
485,Jaro,pátek 25. března 2016,"Ze stromů prší vůně a prosakuje do kůže
padá mi za krk v podobě okvětních plátků
když jabloň tu vůni už unést nemůže
setřese květy do mého hedvábného šátku"
486,Myšlenky,středa 9. března 2016,"Ve Tvých myšlenkách dostávám křídla
sypeš mi třpytivé hvězdy do vlasů
rty dáváš mi na kůži otisk pečetidla
jsem Tvým průvodcem v době nečasů"
487,Vesmírná pošta,pondělí 14. března 2016,"Vím jistě, že tam někde jsi
uprostřed vln a vodní tříště
cítím Tě všude, volat nemusíš
pošlu Ti vzkaz v láhvi na kotviště

Anebo raději na noční nebe
napíšu morseovkou poskládanou z hvězd
Že se mi stýská, že miluji jen Tebe
že Ti chci hvězdy z toho nebe snést

Hvězdy, ty svítí do všech vesniček
i do míst, kde jsi a kde to mořem voní
předají vzkaz mezi mraky dalších psaníček
a neztratí jej, jak dopis v láhvi, co zatoulal se vloni."
